"","beta","gamma","N","muw","state"
"6019",0.67,0.8,100,0.78,FALSE
"6020",0.67,0.8,100,0.79,FALSE
"6021",0.67,0.8,100,0.8,FALSE
"6022",0.67,0.8,100,0.81,FALSE
"6023",0.67,0.8,100,0.82,FALSE
"6024",0.67,0.8,100,0.83,FALSE
"6025",0.67,0.8,100,0.84,FALSE
"6026",0.67,0.8,100,0.85,FALSE
"6027",0.67,0.8,100,0.86,FALSE
"6028",0.67,0.8,100,0.87,FALSE
"6029",0.67,0.8,100,0.88,FALSE
"6030",0.67,0.8,100,0.89,FALSE
"6031",0.67,0.8,100,0.9,FALSE
"6032",0.68,0.8,100,0.01,FALSE
"6033",0.68,0.8,100,0.02,FALSE
"6034",0.68,0.8,100,0.03,FALSE
"6035",0.68,0.8,100,0.04,FALSE
"6036",0.68,0.8,100,0.05,FALSE
"6037",0.68,0.8,100,0.06,FALSE
"6038",0.68,0.8,100,0.07,FALSE
"6039",0.68,0.8,100,0.08,FALSE
"6040",0.68,0.8,100,0.09,FALSE
"6041",0.68,0.8,100,0.1,FALSE
"6042",0.68,0.8,100,0.11,FALSE
"6043",0.68,0.8,100,0.12,FALSE
"6044",0.68,0.8,100,0.13,FALSE
"6045",0.68,0.8,100,0.14,FALSE
"6046",0.68,0.8,100,0.15,FALSE
"6047",0.68,0.8,100,0.16,FALSE
"6048",0.68,0.8,100,0.17,FALSE
"6049",0.68,0.8,100,0.18,FALSE
"6050",0.68,0.8,100,0.19,FALSE
"6051",0.68,0.8,100,0.2,FALSE
"6052",0.68,0.8,100,0.21,FALSE
"6053",0.68,0.8,100,0.22,FALSE
"6054",0.68,0.8,100,0.23,FALSE
"6055",0.68,0.8,100,0.24,FALSE
"6056",0.68,0.8,100,0.25,FALSE
"6057",0.68,0.8,100,0.26,FALSE
"6058",0.68,0.8,100,0.27,FALSE
"6059",0.68,0.8,100,0.28,FALSE
"6060",0.68,0.8,100,0.29,FALSE
"6061",0.68,0.8,100,0.3,FALSE
"6062",0.68,0.8,100,0.31,FALSE
"6063",0.68,0.8,100,0.32,FALSE
"6064",0.68,0.8,100,0.33,FALSE
"6065",0.68,0.8,100,0.34,FALSE
"6066",0.68,0.8,100,0.35,FALSE
"6067",0.68,0.8,100,0.36,FALSE
"6068",0.68,0.8,100,0.37,FALSE
"6069",0.68,0.8,100,0.38,FALSE
"6070",0.68,0.8,100,0.39,FALSE
"6071",0.68,0.8,100,0.4,FALSE
"6072",0.68,0.8,100,0.41,FALSE
"6073",0.68,0.8,100,0.42,FALSE
"6074",0.68,0.8,100,0.43,FALSE
"6075",0.68,0.8,100,0.44,FALSE
"6076",0.68,0.8,100,0.45,FALSE
"6077",0.68,0.8,100,0.46,FALSE
"6078",0.68,0.8,100,0.47,FALSE
"6079",0.68,0.8,100,0.48,FALSE
"6080",0.68,0.8,100,0.49,FALSE
"6081",0.68,0.8,100,0.5,FALSE
"6082",0.68,0.8,100,0.51,FALSE
"6083",0.68,0.8,100,0.52,FALSE
"6084",0.68,0.8,100,0.53,FALSE
"6085",0.68,0.8,100,0.54,FALSE
"6086",0.68,0.8,100,0.55,FALSE
"6087",0.68,0.8,100,0.56,FALSE
"6088",0.68,0.8,100,0.57,FALSE
"6089",0.68,0.8,100,0.58,FALSE
"6090",0.68,0.8,100,0.59,FALSE
"6091",0.68,0.8,100,0.6,FALSE
"6092",0.68,0.8,100,0.61,FALSE
"6093",0.68,0.8,100,0.62,FALSE
"6094",0.68,0.8,100,0.63,FALSE
"6095",0.68,0.8,100,0.64,FALSE
"6096",0.68,0.8,100,0.65,FALSE
"6097",0.68,0.8,100,0.66,FALSE
"6098",0.68,0.8,100,0.67,FALSE
"6099",0.68,0.8,100,0.68,FALSE
"6100",0.68,0.8,100,0.69,FALSE
"6101",0.68,0.8,100,0.7,FALSE
"6102",0.68,0.8,100,0.71,FALSE
"6103",0.68,0.8,100,0.72,FALSE
"6104",0.68,0.8,100,0.73,FALSE
"6105",0.68,0.8,100,0.74,FALSE
"6106",0.68,0.8,100,0.75,FALSE
"6107",0.68,0.8,100,0.76,FALSE
"6108",0.68,0.8,100,0.77,FALSE
"6109",0.68,0.8,100,0.78,FALSE
"6110",0.68,0.8,100,0.79,FALSE
"6111",0.68,0.8,100,0.8,FALSE
"6112",0.68,0.8,100,0.81,FALSE
"6113",0.68,0.8,100,0.82,FALSE
"6114",0.68,0.8,100,0.83,FALSE
"6115",0.68,0.8,100,0.84,FALSE
"6116",0.68,0.8,100,0.85,FALSE
"6117",0.68,0.8,100,0.86,FALSE
"6118",0.68,0.8,100,0.87,FALSE
"6119",0.68,0.8,100,0.88,FALSE
"6120",0.68,0.8,100,0.89,FALSE
"6121",0.68,0.8,100,0.9,FALSE
"6122",0.69,0.8,100,0.01,FALSE
"6123",0.69,0.8,100,0.02,FALSE
"6124",0.69,0.8,100,0.03,FALSE
"6125",0.69,0.8,100,0.04,FALSE
"6126",0.69,0.8,100,0.05,FALSE
"6127",0.69,0.8,100,0.06,FALSE
"6128",0.69,0.8,100,0.07,FALSE
"6129",0.69,0.8,100,0.08,FALSE
"6130",0.69,0.8,100,0.09,FALSE
"6131",0.69,0.8,100,0.1,FALSE
"6132",0.69,0.8,100,0.11,FALSE
"6133",0.69,0.8,100,0.12,FALSE
"6134",0.69,0.8,100,0.13,FALSE
"6135",0.69,0.8,100,0.14,FALSE
"6136",0.69,0.8,100,0.15,FALSE
"6137",0.69,0.8,100,0.16,FALSE
"6138",0.69,0.8,100,0.17,FALSE
"6139",0.69,0.8,100,0.18,FALSE
"6140",0.69,0.8,100,0.19,FALSE
"6141",0.69,0.8,100,0.2,FALSE
"6142",0.69,0.8,100,0.21,FALSE
"6143",0.69,0.8,100,0.22,FALSE
"6144",0.69,0.8,100,0.23,FALSE
"6145",0.69,0.8,100,0.24,FALSE
"6146",0.69,0.8,100,0.25,FALSE
"6147",0.69,0.8,100,0.26,FALSE
"6148",0.69,0.8,100,0.27,FALSE
"6149",0.69,0.8,100,0.28,FALSE
"6150",0.69,0.8,100,0.29,FALSE
"6151",0.69,0.8,100,0.3,FALSE
"6152",0.69,0.8,100,0.31,FALSE
"6153",0.69,0.8,100,0.32,FALSE
"6154",0.69,0.8,100,0.33,FALSE
"6155",0.69,0.8,100,0.34,FALSE
"6156",0.69,0.8,100,0.35,FALSE
"6157",0.69,0.8,100,0.36,FALSE
"6158",0.69,0.8,100,0.37,FALSE
"6159",0.69,0.8,100,0.38,FALSE
"6160",0.69,0.8,100,0.39,FALSE
"6161",0.69,0.8,100,0.4,FALSE
"6162",0.69,0.8,100,0.41,FALSE
"6163",0.69,0.8,100,0.42,FALSE
"6164",0.69,0.8,100,0.43,FALSE
"6165",0.69,0.8,100,0.44,FALSE
"6166",0.69,0.8,100,0.45,FALSE
"6167",0.69,0.8,100,0.46,FALSE
"6168",0.69,0.8,100,0.47,FALSE
"6169",0.69,0.8,100,0.48,FALSE
"6170",0.69,0.8,100,0.49,FALSE
"6171",0.69,0.8,100,0.5,FALSE
"6172",0.69,0.8,100,0.51,FALSE
"6173",0.69,0.8,100,0.52,FALSE
"6174",0.69,0.8,100,0.53,FALSE
"6175",0.69,0.8,100,0.54,FALSE
"6176",0.69,0.8,100,0.55,FALSE
"6177",0.69,0.8,100,0.56,FALSE
"6178",0.69,0.8,100,0.57,FALSE
"6179",0.69,0.8,100,0.58,FALSE
"6180",0.69,0.8,100,0.59,FALSE
"6181",0.69,0.8,100,0.6,FALSE
"6182",0.69,0.8,100,0.61,FALSE
"6183",0.69,0.8,100,0.62,FALSE
"6184",0.69,0.8,100,0.63,FALSE
"6185",0.69,0.8,100,0.64,FALSE
"6186",0.69,0.8,100,0.65,FALSE
"6187",0.69,0.8,100,0.66,FALSE
"6188",0.69,0.8,100,0.67,FALSE
"6189",0.69,0.8,100,0.68,FALSE
"6190",0.69,0.8,100,0.69,FALSE
"6191",0.69,0.8,100,0.7,FALSE
"6192",0.69,0.8,100,0.71,FALSE
"6193",0.69,0.8,100,0.72,FALSE
"6194",0.69,0.8,100,0.73,FALSE
"6195",0.69,0.8,100,0.74,FALSE
"6196",0.69,0.8,100,0.75,FALSE
"6197",0.69,0.8,100,0.76,FALSE
"6198",0.69,0.8,100,0.77,FALSE
"6199",0.69,0.8,100,0.78,FALSE
"6200",0.69,0.8,100,0.79,FALSE
"6201",0.69,0.8,100,0.8,FALSE
"6202",0.69,0.8,100,0.81,FALSE
"6203",0.69,0.8,100,0.82,FALSE
"6204",0.69,0.8,100,0.83,FALSE
"6205",0.69,0.8,100,0.84,FALSE
"6206",0.69,0.8,100,0.85,FALSE
"6207",0.69,0.8,100,0.86,FALSE
"6208",0.69,0.8,100,0.87,FALSE
"6209",0.69,0.8,100,0.88,FALSE
"6210",0.69,0.8,100,0.89,FALSE
"6211",0.69,0.8,100,0.9,FALSE
"6212",0.7,0.8,100,0.01,FALSE
"6213",0.7,0.8,100,0.02,FALSE
"6214",0.7,0.8,100,0.03,FALSE
"6215",0.7,0.8,100,0.04,FALSE
"6216",0.7,0.8,100,0.05,FALSE
"6217",0.7,0.8,100,0.06,FALSE
"6218",0.7,0.8,100,0.07,FALSE
"6219",0.7,0.8,100,0.08,FALSE
"6220",0.7,0.8,100,0.09,FALSE
"6221",0.7,0.8,100,0.1,FALSE
"6222",0.7,0.8,100,0.11,FALSE
"6223",0.7,0.8,100,0.12,FALSE
"6224",0.7,0.8,100,0.13,FALSE
"6225",0.7,0.8,100,0.14,FALSE
"6226",0.7,0.8,100,0.15,FALSE
"6227",0.7,0.8,100,0.16,FALSE
"6228",0.7,0.8,100,0.17,FALSE
"6229",0.7,0.8,100,0.18,FALSE
"6230",0.7,0.8,100,0.19,FALSE
"6231",0.7,0.8,100,0.2,FALSE
"6232",0.7,0.8,100,0.21,FALSE
"6233",0.7,0.8,100,0.22,FALSE
"6234",0.7,0.8,100,0.23,FALSE
"6235",0.7,0.8,100,0.24,FALSE
"6236",0.7,0.8,100,0.25,FALSE
"6237",0.7,0.8,100,0.26,FALSE
"6238",0.7,0.8,100,0.27,FALSE
"6239",0.7,0.8,100,0.28,FALSE
"6240",0.7,0.8,100,0.29,FALSE
"6241",0.7,0.8,100,0.3,FALSE
"6242",0.7,0.8,100,0.31,FALSE
"6243",0.7,0.8,100,0.32,FALSE
"6244",0.7,0.8,100,0.33,FALSE
"6245",0.7,0.8,100,0.34,FALSE
"6246",0.7,0.8,100,0.35,FALSE
"6247",0.7,0.8,100,0.36,FALSE
"6248",0.7,0.8,100,0.37,FALSE
"6249",0.7,0.8,100,0.38,FALSE
"6250",0.7,0.8,100,0.39,FALSE
"6251",0.7,0.8,100,0.4,FALSE
"6252",0.7,0.8,100,0.41,FALSE
"6253",0.7,0.8,100,0.42,FALSE
"6254",0.7,0.8,100,0.43,FALSE
"6255",0.7,0.8,100,0.44,FALSE
"6256",0.7,0.8,100,0.45,FALSE
"6257",0.7,0.8,100,0.46,FALSE
"6258",0.7,0.8,100,0.47,FALSE
"6259",0.7,0.8,100,0.48,FALSE
"6260",0.7,0.8,100,0.49,FALSE
"6261",0.7,0.8,100,0.5,FALSE
"6262",0.7,0.8,100,0.51,FALSE
"6263",0.7,0.8,100,0.52,FALSE
"6264",0.7,0.8,100,0.53,FALSE
"6265",0.7,0.8,100,0.54,FALSE
"6266",0.7,0.8,100,0.55,FALSE
"6267",0.7,0.8,100,0.56,FALSE
"6268",0.7,0.8,100,0.57,FALSE
"6269",0.7,0.8,100,0.58,FALSE
"6270",0.7,0.8,100,0.59,FALSE
"6271",0.7,0.8,100,0.6,FALSE
"6272",0.7,0.8,100,0.61,FALSE
"6273",0.7,0.8,100,0.62,FALSE
"6274",0.7,0.8,100,0.63,FALSE
"6275",0.7,0.8,100,0.64,FALSE
"6276",0.7,0.8,100,0.65,FALSE
"6277",0.7,0.8,100,0.66,FALSE
"6278",0.7,0.8,100,0.67,FALSE
"6279",0.7,0.8,100,0.68,FALSE
"6280",0.7,0.8,100,0.69,FALSE
"6281",0.7,0.8,100,0.7,FALSE
"6282",0.7,0.8,100,0.71,FALSE
"6283",0.7,0.8,100,0.72,FALSE
"6284",0.7,0.8,100,0.73,FALSE
"6285",0.7,0.8,100,0.74,FALSE
"6286",0.7,0.8,100,0.75,FALSE
"6287",0.7,0.8,100,0.76,FALSE
"6288",0.7,0.8,100,0.77,FALSE
"6289",0.7,0.8,100,0.78,FALSE
"6290",0.7,0.8,100,0.79,FALSE
"6291",0.7,0.8,100,0.8,FALSE
"6292",0.7,0.8,100,0.81,FALSE
"6293",0.7,0.8,100,0.82,FALSE
"6294",0.7,0.8,100,0.83,FALSE
"6295",0.7,0.8,100,0.84,FALSE
"6296",0.7,0.8,100,0.85,FALSE
"6297",0.7,0.8,100,0.86,FALSE
"6298",0.7,0.8,100,0.87,FALSE
"6299",0.7,0.8,100,0.88,FALSE
"6300",0.7,0.8,100,0.89,FALSE
"6301",0.7,0.8,100,0.9,FALSE
"6302",0.71,0.8,100,0.01,FALSE
"6303",0.71,0.8,100,0.02,FALSE
"6304",0.71,0.8,100,0.03,FALSE
"6305",0.71,0.8,100,0.04,FALSE
"6306",0.71,0.8,100,0.05,FALSE
"6307",0.71,0.8,100,0.06,FALSE
"6308",0.71,0.8,100,0.07,FALSE
"6309",0.71,0.8,100,0.08,FALSE
"6310",0.71,0.8,100,0.09,FALSE
"6311",0.71,0.8,100,0.1,FALSE
"6312",0.71,0.8,100,0.11,FALSE
"6313",0.71,0.8,100,0.12,FALSE
"6314",0.71,0.8,100,0.13,FALSE
"6315",0.71,0.8,100,0.14,FALSE
"6316",0.71,0.8,100,0.15,FALSE
"6317",0.71,0.8,100,0.16,FALSE
"6318",0.71,0.8,100,0.17,FALSE
"6319",0.71,0.8,100,0.18,FALSE
"6320",0.71,0.8,100,0.19,FALSE
"6321",0.71,0.8,100,0.2,FALSE
"6322",0.71,0.8,100,0.21,FALSE
"6323",0.71,0.8,100,0.22,FALSE
"6324",0.71,0.8,100,0.23,FALSE
"6325",0.71,0.8,100,0.24,FALSE
"6326",0.71,0.8,100,0.25,FALSE
"6327",0.71,0.8,100,0.26,FALSE
"6328",0.71,0.8,100,0.27,FALSE
"6329",0.71,0.8,100,0.28,FALSE
"6330",0.71,0.8,100,0.29,FALSE
"6331",0.71,0.8,100,0.3,FALSE
"6332",0.71,0.8,100,0.31,FALSE
"6333",0.71,0.8,100,0.32,FALSE
"6334",0.71,0.8,100,0.33,FALSE
"6335",0.71,0.8,100,0.34,FALSE
"6336",0.71,0.8,100,0.35,FALSE
"6337",0.71,0.8,100,0.36,FALSE
"6338",0.71,0.8,100,0.37,FALSE
"6339",0.71,0.8,100,0.38,FALSE
"6340",0.71,0.8,100,0.39,FALSE
"6341",0.71,0.8,100,0.4,FALSE
"6342",0.71,0.8,100,0.41,FALSE
"6343",0.71,0.8,100,0.42,FALSE
"6344",0.71,0.8,100,0.43,FALSE
"6345",0.71,0.8,100,0.44,FALSE
"6346",0.71,0.8,100,0.45,FALSE
"6347",0.71,0.8,100,0.46,FALSE
"6348",0.71,0.8,100,0.47,FALSE
"6349",0.71,0.8,100,0.48,FALSE
"6350",0.71,0.8,100,0.49,FALSE
"6351",0.71,0.8,100,0.5,FALSE
"6352",0.71,0.8,100,0.51,FALSE
"6353",0.71,0.8,100,0.52,FALSE
"6354",0.71,0.8,100,0.53,FALSE
"6355",0.71,0.8,100,0.54,FALSE
"6356",0.71,0.8,100,0.55,FALSE
"6357",0.71,0.8,100,0.56,FALSE
"6358",0.71,0.8,100,0.57,FALSE
"6359",0.71,0.8,100,0.58,FALSE
"6360",0.71,0.8,100,0.59,FALSE
"6361",0.71,0.8,100,0.6,FALSE
"6362",0.71,0.8,100,0.61,FALSE
"6363",0.71,0.8,100,0.62,FALSE
"6364",0.71,0.8,100,0.63,FALSE
"6365",0.71,0.8,100,0.64,FALSE
"6366",0.71,0.8,100,0.65,FALSE
"6367",0.71,0.8,100,0.66,FALSE
"6368",0.71,0.8,100,0.67,FALSE
"6369",0.71,0.8,100,0.68,FALSE
"6370",0.71,0.8,100,0.69,FALSE
"6371",0.71,0.8,100,0.7,FALSE
"6372",0.71,0.8,100,0.71,FALSE
"6373",0.71,0.8,100,0.72,FALSE
"6374",0.71,0.8,100,0.73,FALSE
"6375",0.71,0.8,100,0.74,FALSE
"6376",0.71,0.8,100,0.75,FALSE
"6377",0.71,0.8,100,0.76,FALSE
"6378",0.71,0.8,100,0.77,FALSE
"6379",0.71,0.8,100,0.78,FALSE
"6380",0.71,0.8,100,0.79,FALSE
"6381",0.71,0.8,100,0.8,FALSE
"6382",0.71,0.8,100,0.81,FALSE
"6383",0.71,0.8,100,0.82,FALSE
"6384",0.71,0.8,100,0.83,FALSE
"6385",0.71,0.8,100,0.84,FALSE
"6386",0.71,0.8,100,0.85,FALSE
"6387",0.71,0.8,100,0.86,FALSE
"6388",0.71,0.8,100,0.87,FALSE
"6389",0.71,0.8,100,0.88,FALSE
"6390",0.71,0.8,100,0.89,FALSE
"6391",0.71,0.8,100,0.9,FALSE
"6392",0.72,0.8,100,0.01,FALSE
"6393",0.72,0.8,100,0.02,FALSE
"6394",0.72,0.8,100,0.03,FALSE
"6395",0.72,0.8,100,0.04,FALSE
"6396",0.72,0.8,100,0.05,FALSE
"6397",0.72,0.8,100,0.06,FALSE
"6398",0.72,0.8,100,0.07,FALSE
"6399",0.72,0.8,100,0.08,FALSE
"6400",0.72,0.8,100,0.09,FALSE
"6401",0.72,0.8,100,0.1,FALSE
"6402",0.72,0.8,100,0.11,FALSE
"6403",0.72,0.8,100,0.12,FALSE
"6404",0.72,0.8,100,0.13,FALSE
"6405",0.72,0.8,100,0.14,FALSE
"6406",0.72,0.8,100,0.15,FALSE
"6407",0.72,0.8,100,0.16,FALSE
"6408",0.72,0.8,100,0.17,FALSE
"6409",0.72,0.8,100,0.18,FALSE
"6410",0.72,0.8,100,0.19,FALSE
"6411",0.72,0.8,100,0.2,FALSE
"6412",0.72,0.8,100,0.21,FALSE
"6413",0.72,0.8,100,0.22,FALSE
"6414",0.72,0.8,100,0.23,FALSE
"6415",0.72,0.8,100,0.24,FALSE
"6416",0.72,0.8,100,0.25,FALSE
"6417",0.72,0.8,100,0.26,FALSE
"6418",0.72,0.8,100,0.27,FALSE
"6419",0.72,0.8,100,0.28,FALSE
"6420",0.72,0.8,100,0.29,FALSE
"6421",0.72,0.8,100,0.3,FALSE
"6422",0.72,0.8,100,0.31,FALSE
"6423",0.72,0.8,100,0.32,FALSE
"6424",0.72,0.8,100,0.33,FALSE
"6425",0.72,0.8,100,0.34,FALSE
"6426",0.72,0.8,100,0.35,FALSE
"6427",0.72,0.8,100,0.36,FALSE
"6428",0.72,0.8,100,0.37,FALSE
"6429",0.72,0.8,100,0.38,FALSE
"6430",0.72,0.8,100,0.39,FALSE
"6431",0.72,0.8,100,0.4,FALSE
"6432",0.72,0.8,100,0.41,FALSE
"6433",0.72,0.8,100,0.42,FALSE
"6434",0.72,0.8,100,0.43,FALSE
"6435",0.72,0.8,100,0.44,FALSE
"6436",0.72,0.8,100,0.45,FALSE
"6437",0.72,0.8,100,0.46,FALSE
"6438",0.72,0.8,100,0.47,FALSE
"6439",0.72,0.8,100,0.48,FALSE
"6440",0.72,0.8,100,0.49,FALSE
"6441",0.72,0.8,100,0.5,FALSE
"6442",0.72,0.8,100,0.51,FALSE
"6443",0.72,0.8,100,0.52,FALSE
"6444",0.72,0.8,100,0.53,FALSE
"6445",0.72,0.8,100,0.54,FALSE
"6446",0.72,0.8,100,0.55,FALSE
"6447",0.72,0.8,100,0.56,FALSE
"6448",0.72,0.8,100,0.57,FALSE
"6449",0.72,0.8,100,0.58,FALSE
"6450",0.72,0.8,100,0.59,FALSE
"6451",0.72,0.8,100,0.6,FALSE
"6452",0.72,0.8,100,0.61,FALSE
"6453",0.72,0.8,100,0.62,FALSE
"6454",0.72,0.8,100,0.63,FALSE
"6455",0.72,0.8,100,0.64,FALSE
"6456",0.72,0.8,100,0.65,FALSE
"6457",0.72,0.8,100,0.66,FALSE
"6458",0.72,0.8,100,0.67,FALSE
"6459",0.72,0.8,100,0.68,FALSE
"6460",0.72,0.8,100,0.69,FALSE
"6461",0.72,0.8,100,0.7,FALSE
"6462",0.72,0.8,100,0.71,FALSE
"6463",0.72,0.8,100,0.72,FALSE
"6464",0.72,0.8,100,0.73,FALSE
"6465",0.72,0.8,100,0.74,FALSE
"6466",0.72,0.8,100,0.75,FALSE
"6467",0.72,0.8,100,0.76,FALSE
"6468",0.72,0.8,100,0.77,FALSE
"6469",0.72,0.8,100,0.78,FALSE
"6470",0.72,0.8,100,0.79,FALSE
"6471",0.72,0.8,100,0.8,FALSE
"6472",0.72,0.8,100,0.81,FALSE
"6473",0.72,0.8,100,0.82,FALSE
"6474",0.72,0.8,100,0.83,FALSE
"6475",0.72,0.8,100,0.84,FALSE
"6476",0.72,0.8,100,0.85,FALSE
"6477",0.72,0.8,100,0.86,FALSE
"6478",0.72,0.8,100,0.87,FALSE
"6479",0.72,0.8,100,0.88,FALSE
"6480",0.72,0.8,100,0.89,FALSE
"6481",0.72,0.8,100,0.9,FALSE
"6482",0.73,0.8,100,0.01,FALSE
"6483",0.73,0.8,100,0.02,FALSE
"6484",0.73,0.8,100,0.03,FALSE
"6485",0.73,0.8,100,0.04,FALSE
"6486",0.73,0.8,100,0.05,FALSE
"6487",0.73,0.8,100,0.06,FALSE
"6488",0.73,0.8,100,0.07,FALSE
"6489",0.73,0.8,100,0.08,FALSE
"6490",0.73,0.8,100,0.09,FALSE
"6491",0.73,0.8,100,0.1,FALSE
"6492",0.73,0.8,100,0.11,FALSE
"6493",0.73,0.8,100,0.12,FALSE
"6494",0.73,0.8,100,0.13,FALSE
"6495",0.73,0.8,100,0.14,FALSE
"6496",0.73,0.8,100,0.15,FALSE
"6497",0.73,0.8,100,0.16,FALSE
"6498",0.73,0.8,100,0.17,FALSE
"6499",0.73,0.8,100,0.18,FALSE
"6500",0.73,0.8,100,0.19,FALSE
"6501",0.73,0.8,100,0.2,FALSE
"6502",0.73,0.8,100,0.21,FALSE
"6503",0.73,0.8,100,0.22,FALSE
"6504",0.73,0.8,100,0.23,FALSE
"6505",0.73,0.8,100,0.24,FALSE
"6506",0.73,0.8,100,0.25,FALSE
"6507",0.73,0.8,100,0.26,FALSE
"6508",0.73,0.8,100,0.27,FALSE
"6509",0.73,0.8,100,0.28,FALSE
"6510",0.73,0.8,100,0.29,FALSE
"6511",0.73,0.8,100,0.3,FALSE
"6512",0.73,0.8,100,0.31,FALSE
"6513",0.73,0.8,100,0.32,FALSE
"6514",0.73,0.8,100,0.33,FALSE
"6515",0.73,0.8,100,0.34,FALSE
"6516",0.73,0.8,100,0.35,FALSE
"6517",0.73,0.8,100,0.36,FALSE
"6518",0.73,0.8,100,0.37,FALSE
"6519",0.73,0.8,100,0.38,FALSE
"6520",0.73,0.8,100,0.39,FALSE
"6521",0.73,0.8,100,0.4,FALSE
"6522",0.73,0.8,100,0.41,FALSE
"6523",0.73,0.8,100,0.42,FALSE
"6524",0.73,0.8,100,0.43,FALSE
"6525",0.73,0.8,100,0.44,FALSE
"6526",0.73,0.8,100,0.45,FALSE
"6527",0.73,0.8,100,0.46,FALSE
"6528",0.73,0.8,100,0.47,FALSE
"6529",0.73,0.8,100,0.48,FALSE
"6530",0.73,0.8,100,0.49,FALSE
"6531",0.73,0.8,100,0.5,FALSE
"6532",0.73,0.8,100,0.51,FALSE
"6533",0.73,0.8,100,0.52,FALSE
"6534",0.73,0.8,100,0.53,FALSE
"6535",0.73,0.8,100,0.54,FALSE
"6536",0.73,0.8,100,0.55,FALSE
"6537",0.73,0.8,100,0.56,FALSE
"6538",0.73,0.8,100,0.57,FALSE
"6539",0.73,0.8,100,0.58,FALSE
"6540",0.73,0.8,100,0.59,FALSE
"6541",0.73,0.8,100,0.6,FALSE
"6542",0.73,0.8,100,0.61,FALSE
"6543",0.73,0.8,100,0.62,FALSE
"6544",0.73,0.8,100,0.63,FALSE
"6545",0.73,0.8,100,0.64,FALSE
"6546",0.73,0.8,100,0.65,FALSE
"6547",0.73,0.8,100,0.66,FALSE
"6548",0.73,0.8,100,0.67,FALSE
"6549",0.73,0.8,100,0.68,FALSE
"6550",0.73,0.8,100,0.69,FALSE
"6551",0.73,0.8,100,0.7,FALSE
"6552",0.73,0.8,100,0.71,FALSE
"6553",0.73,0.8,100,0.72,FALSE
"6554",0.73,0.8,100,0.73,FALSE
"6555",0.73,0.8,100,0.74,FALSE
"6556",0.73,0.8,100,0.75,FALSE
"6557",0.73,0.8,100,0.76,FALSE
"6558",0.73,0.8,100,0.77,FALSE
"6559",0.73,0.8,100,0.78,FALSE
"6560",0.73,0.8,100,0.79,FALSE
"6561",0.73,0.8,100,0.8,FALSE
"6562",0.73,0.8,100,0.81,FALSE
"6563",0.73,0.8,100,0.82,FALSE
"6564",0.73,0.8,100,0.83,FALSE
"6565",0.73,0.8,100,0.84,FALSE
"6566",0.73,0.8,100,0.85,FALSE
"6567",0.73,0.8,100,0.86,FALSE
"6568",0.73,0.8,100,0.87,FALSE
"6569",0.73,0.8,100,0.88,FALSE
"6570",0.73,0.8,100,0.89,FALSE
"6571",0.73,0.8,100,0.9,FALSE
"6572",0.74,0.8,100,0.01,FALSE
"6573",0.74,0.8,100,0.02,FALSE
"6574",0.74,0.8,100,0.03,FALSE
"6575",0.74,0.8,100,0.04,FALSE
"6576",0.74,0.8,100,0.05,FALSE
"6577",0.74,0.8,100,0.06,FALSE
"6578",0.74,0.8,100,0.07,FALSE
"6579",0.74,0.8,100,0.08,FALSE
"6580",0.74,0.8,100,0.09,FALSE
"6581",0.74,0.8,100,0.1,FALSE
"6582",0.74,0.8,100,0.11,FALSE
"6583",0.74,0.8,100,0.12,FALSE
"6584",0.74,0.8,100,0.13,FALSE
"6585",0.74,0.8,100,0.14,FALSE
"6586",0.74,0.8,100,0.15,FALSE
"6587",0.74,0.8,100,0.16,FALSE
"6588",0.74,0.8,100,0.17,FALSE
"6589",0.74,0.8,100,0.18,FALSE
"6590",0.74,0.8,100,0.19,FALSE
"6591",0.74,0.8,100,0.2,FALSE
"6592",0.74,0.8,100,0.21,FALSE
"6593",0.74,0.8,100,0.22,FALSE
"6594",0.74,0.8,100,0.23,FALSE
"6595",0.74,0.8,100,0.24,FALSE
"6596",0.74,0.8,100,0.25,FALSE
"6597",0.74,0.8,100,0.26,FALSE
"6598",0.74,0.8,100,0.27,FALSE
"6599",0.74,0.8,100,0.28,FALSE
"6600",0.74,0.8,100,0.29,FALSE
"6601",0.74,0.8,100,0.3,FALSE
"6602",0.74,0.8,100,0.31,FALSE
"6603",0.74,0.8,100,0.32,FALSE
"6604",0.74,0.8,100,0.33,FALSE
"6605",0.74,0.8,100,0.34,FALSE
"6606",0.74,0.8,100,0.35,FALSE
"6607",0.74,0.8,100,0.36,FALSE
"6608",0.74,0.8,100,0.37,FALSE
"6609",0.74,0.8,100,0.38,FALSE
"6610",0.74,0.8,100,0.39,FALSE
"6611",0.74,0.8,100,0.4,FALSE
"6612",0.74,0.8,100,0.41,FALSE
"6613",0.74,0.8,100,0.42,FALSE
"6614",0.74,0.8,100,0.43,FALSE
"6615",0.74,0.8,100,0.44,FALSE
"6616",0.74,0.8,100,0.45,FALSE
"6617",0.74,0.8,100,0.46,FALSE
"6618",0.74,0.8,100,0.47,FALSE
"6619",0.74,0.8,100,0.48,FALSE
"6620",0.74,0.8,100,0.49,FALSE
"6621",0.74,0.8,100,0.5,FALSE
"6622",0.74,0.8,100,0.51,FALSE
"6623",0.74,0.8,100,0.52,FALSE
"6624",0.74,0.8,100,0.53,FALSE
"6625",0.74,0.8,100,0.54,FALSE
